Crop,Pesticide,Valid_From,MRL_values,count
Others (2),"Carboxin (carboxin plus its metabolites carboxin sulfoxide and oxycarboxin (carboxin sulfone), expressed as carboxin)",2024-04-25,"[np.float64(0.03), np.float64(0.1), np.float64(0.05), np.float64(0.06)]",47
Others (2),Carfentrazone-ethyl,2021-05-17,"[np.float64(0.02), np.float64(0.05), np.float64(0.04), np.float64(0.1), np.float64(0.01)]",47
Others (2),Carfentrazone-ethyl (determined as carfentrazone and expressed as carfentrazone-ethyl),2008-09-01,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Chlorantraniliprole,2024-06-11,"[np.float64(1.0), np.float64(0.6), np.float64(0.05), np.float64(0.01), np.float64(0.2), np.float64(0.02), np.float64(0.06), np.float64(20.0), np.float64(0.7), np.float64(0.4), np.float64(0.5), np.float64(0.03), np.float64(0.3), np.float64(1.5)]",47
Others (2),Chlorate,2020-06-28,"[np.float64(0.1), np.float64(0.05), np.float64(0.08), np.float64(0.7), np.float64(0.07), np.float64(0.15), np.float64(0.2), np.float64(0.06), np.float64(0.3), np.float64(0.35), np.float64(0.25)]",47
Others (2),Chlorbenside,2008-09-01,"[np.float64(0.01), np.float64(0.1), np.float64(0.05)]",94
Others (2),Chlorbufam,2015-12-30,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Chlordane (R),2008-09-01,"[np.float64(0.01), np.float64(0.02), np.float64(0.05), np.float64(0.002), np.float64(0.005)]",188
Others (2),Chlordecone,2021-11-13,"[np.float64(0.02), np.float64(0.01)]",47
Others (2),Chlorfenapyr,2013-04-26,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",94
Others (2),Chlorfenson,2008-09-01,"[np.float64(0.01), np.float64(0.05), np.float64(0.1)]",94
Others (2),Chlorfenvinphos,2014-06-06,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Chloridazon,2023-10-21,"[np.float64(0.03), np.float64(0.04), np.float64(0.1), np.float64(0.02)]",47
Others (2),Chlormequat,2022-08-14,"[np.float64(0.01), np.float64(0.05), np.float64(0.15), np.float64(0.5)]",47
Others (2),Chlorobenzilate,2008-09-01,"[np.float64(0.02), np.float64(0.1)]",94
Others (2),Chloropicrin,2015-12-07,"[np.float64(0.01), np.float64(0.005), np.float64(0.025)]",47
Others (2),Chlorothalonil,2021-09-02,"[np.float64(0.05), np.float64(0.01), np.float64(0.02)]",47
Others (2),Chlorotoluron,2014-08-25,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Chloroxuron,2015-12-30,"[np.float64(0.05), np.float64(0.02), np.float64(0.01)]",47
Others (2),Chlorpropham,2026-01-06,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Chlorpropham (R),2023-09-14,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",94
Others (2),Chlorsulfuron,2023-08-08,"[np.float64(0.05), np.float64(0.01), np.float64(0.02)]",47
Others (2),Chlorthal-dimethyl,2013-04-26,"[np.float64(0.05), np.float64(0.01), np.float64(0.02)]",47
Others (2),Chlorthiamid,2013-04-26,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Chlozolinate,2015-12-30,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Chromafenozide,2021-01-06,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Cinidon-ethyl,2017-08-23,"[np.float64(0.1), np.float64(0.05)]",47
Others (2),Clethodim,2008-09-01,"[np.float64(0.5), np.float64(0.1), np.float64(0.05), np.float64(0.2), np.float64(1.0)]",94
Others (2),"Clodinafop and its S-isomers and their salts, expressed as clodinafop",2014-03-06,"[np.float64(0.1), np.float64(0.02), np.float64(0.05)]",47
Others (2),Clofentezine,2015-06-25,"[np.float64(0.05), np.float64(0.5), np.float64(0.02), np.float64(0.3)]",94
Others (2),Clomazone,2019-01-01,"[np.float64(0.01), np.float64(0.05), np.float64(0.02), np.float64(0.15)]",47
Others (2),Clopyralid,2024-10-28,"[np.float64(0.5), np.float64(1.0), np.float64(3.0), np.float64(5.0), np.float64(0.05), np.float64(2.0)]",47
Others (2),Clothianidin,2026-03-07,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Copper compounds (Copper),2008-09-01,"[np.float64(20.0), np.float64(30.0), np.float64(40.0), np.float64(5.0), np.float64(100.0), np.float64(2.0), np.float64(10.0)]",47
Others (2),Cyantraniliprole,2025-07-06,"[np.float64(0.01), np.float64(0.05), np.float64(4.0), np.float64(0.4), np.float64(15.0), np.float64(0.3), np.float64(0.02), np.float64(0.9), np.float64(0.8), np.float64(0.15), np.float64(1.5), np.float64(20.0), np.float64(0.6), np.float64(0.2), np.float64(0.04), np.float64(2.0), np.float64(30.0)]",47
Others (2),Cyazofamid,2020-07-09,"[np.float64(0.01), np.float64(0.02), np.float64(0.05), np.float64(0.15), np.float64(0.2), np.float64(1.5)]",47
Others (2),Cyclanilide,2014-07-06,"[np.float64(0.1), np.float64(0.01), np.float64(0.05)]",47
Others (2),Cyclaniliprole,2019-01-01,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),"Cycloxydim including degradation and reaction products which can be determined as 3-(3-thianyl)glutaric acid S-dioxide (BH 517-TGSO2) and/or 3-hydroxy-3-(3-thianyl)glutaric acid S-dioxide (BH 517-5-OH-TGSO2) or derivatives thereof, calculated in total as cycloxydim",2025-04-17,"[np.float64(0.09), np.float64(0.1), np.float64(0.02), np.float64(2.0), np.float64(0.9), np.float64(0.06), np.float64(9.0), np.float64(0.15), np.float64(0.4), np.float64(20.0), np.float64(3.0), np.float64(1.0), np.float64(0.8), np.float64(0.3)]",47
Others (2),"Cyflufenamid and its E-isomer, expressed as cyflufenamid) (R)",2022-04-14,"[np.float64(0.02), np.float64(0.01), np.float64(0.05), np.float64(0.06)]",94
Others (2),Cyflumetofen,2025-07-06,"[np.float64(0.01), np.float64(0.05), np.float64(0.02), np.float64(0.5), np.float64(0.4)]",47
Others (2),Cyfluthrin (cyfluthrin including other mixtures of constituent isomers),2023-08-16,"[np.float64(0.01), np.float64(0.3), np.float64(0.05), np.float64(0.03), np.float64(0.02)]",47
Others (2),Cyhalofop-butyl,2023-02-25,"[np.float64(0.02), np.float64(0.01), np.float64(0.1), np.float64(0.05)]",47
Others (2),Cymoxanil,2023-02-25,"[np.float64(0.01), np.float64(0.1), np.float64(0.4), np.float64(0.08), np.float64(0.02)]",47
Others (2),Cypermethrin (cypermethrin including other mixtures of constituent isomers),2017-04-27,"[np.float64(1.0), np.float64(0.1), np.float64(0.2), np.float64(0.3), np.float64(0.05), np.float64(0.5), np.float64(2.0), np.float64(0.7)]",94
Others (2),Cyproconazole,2018-02-06,"[np.float64(0.05), np.float64(0.1), np.float64(0.08)]",47
Others (2),Cyprodinil  (R),2023-06-22,"[np.float64(3.0), np.float64(0.02), np.float64(0.1), np.float64(1.5), np.float64(15.0), np.float64(0.5), np.float64(2.0), np.float64(40.0), np.float64(0.2), np.float64(0.04), np.float64(0.6)]",94
Others (2),Cyromazine,2023-08-12,"[np.float64(0.01), np.float64(0.1), np.float64(0.02), np.float64(0.05), np.float64(0.3)]",47
Others (2),DDT expressed as DDT),2023-02-14,"[np.float64(0.04), np.float64(0.05), np.float64(1.0), np.float64(0.5)]",94
Others (2),DNOC,2015-12-30,"[np.float64(0.02), np.float64(0.01), np.float64(0.05)]",47
Others (2),Dalapon,2008-09-01,"[np.float64(0.05), np.float64(0.1)]",47
Others (2),"Daminozide, expressed as daminozide)",2017-04-26,"[np.float64(0.06), np.float64(0.1)]",47
Others (2),Dazomet (Methylisothiocyanate resulting from the use of dazomet and metam),2016-01-25,"[np.float64(0.02), np.float64(0.03), np.float64(0.1), np.float64(0.15)]",47
Others (2),Deltamethrin (cis-deltamethrin),2025-07-06,"[np.float64(0.1), np.float64(0.02), np.float64(0.01), np.float64(1.5), np.float64(0.05), np.float64(0.2), np.float64(9.0), np.float64(0.5), np.float64(0.6), np.float64(0.3), np.float64(0.08)]",47
Others (2),Denatonium benzoate,2024-04-08,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Desmedipham,2024-08-12,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Di-allate,2015-12-30,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Diazinon,2013-04-27,"[np.float64(0.01), np.float64(0.5), np.float64(0.02), np.float64(0.05), np.float64(5.0), np.float64(0.1)]",94
Others (2),Dicamba,2015-06-24,"[np.float64(0.05), np.float64(0.3), np.float64(0.5), np.float64(0.2), np.float64(40.0), np.float64(4.0)]",47
Others (2),Dichlobenil,2021-11-06,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),"Dichlorprop, its salts, esters and conjugates, expressed as dichlorprop)",2025-04-17,"[np.float64(0.02), np.float64(0.05), np.float64(0.1), np.float64(0.01), np.float64(0.3)]",47
Others (2),Dichlorvos,2008-09-01,"[np.float64(0.01), np.float64(0.02), np.float64(0.1)]",188
Others (2),Dicloran,2015-05-13,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Dicofol,2013-04-26,"[np.float64(0.05), np.float64(0.1), np.float64(0.02)]",94
Others (2),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",2023-09-14,"[np.float64(0.05), np.float64(0.1)]",47
Others (2),Diethofencarb,2024-08-12,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Difenacoum,2024-08-12,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Difenoconazole,2024-10-28,"[np.float64(0.1), np.float64(0.3), np.float64(2.0), np.float64(0.8), np.float64(20.0), np.float64(0.2), np.float64(0.05), np.float64(0.6), np.float64(0.4), np.float64(0.005), np.float64(3.0), np.float64(0.06), np.float64(4.0), np.float64(0.5), np.float64(0.08)]",47
Others (2),Diflubenzuron  (R),2019-08-13,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",94
Others (2),Diflufenican,2017-04-26,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Difluoroacetic acid (DFA),2025-04-30,"[np.float64(0.02), np.float64(0.03), np.float64(0.7), np.float64(0.3), np.float64(0.1), np.float64(0.5), np.float64(0.09), np.float64(0.04), np.float64(0.15), np.float64(0.05), np.float64(0.2), np.float64(0.4), np.float64(3.0), np.float64(0.07)]",47
Others (2),Dimethachlor,2018-08-08,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Dimethenamid including other mixtures of constituent isomers including dimethenamid-P,2019-11-18,"[np.float64(0.01), np.float64(0.05)]",47
Others (2),Dimethipin,2013-04-26,"[np.float64(0.1), np.float64(0.05)]",47
Others (2),Dimethoate,2021-09-02,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Dimethomorph,2021-05-25,"[np.float64(0.05), np.float64(0.01), np.float64(0.02), np.float64(0.5), np.float64(10.0), np.float64(0.15), np.float64(3.0), np.float64(1.0), np.float64(30.0), np.float64(4.0), np.float64(0.6)]",47
Others (2),Dimoxystrobin  (R),2016-01-21,"[np.float64(0.01), np.float64(0.03), np.float64(0.05), np.float64(0.02)]",94
Others (2),Diniconazole,2014-07-06,"[np.float64(0.02), np.float64(0.01), np.float64(0.05)]",47
Others (2),"Dinocap (Where only meptyldinocap or its corresponding phenol are detected but none of the other components constituting dinocap (including their corresponding phenols), the MRLs and residue definition of meptyldinocap are to be applied.)",2015-05-13,"[np.float64(0.02), np.float64(0.05), np.float64(0.1), np.float64(0.03)]",47
Others (2),Dinoseb,2015-12-30,"[np.float64(0.02), np.float64(0.1), np.float64(0.05)]",47
Others (2),Dinotefuran,2014-06-05,"[np.float64(0.02), np.float64(0.1)]",47
Others (2),Dinoterb,2015-12-30,"[np.float64(0.02), np.float64(0.05), np.float64(0.01)]",47
Others (2),Dioxathion,2015-12-30,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Diquat,2017-01-14,"[np.float64(0.2), np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Disulfoton,2013-04-26,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",94
Others (2),Dithianon,2024-12-05,"[np.float64(0.01), np.float64(1.0), np.float64(3.0), np.float64(0.02), np.float64(2.0)]",47
Others (2),"Dithiocarbamates (dithiocarbamates expressed as CS2, including maneb, mancozeb, metiram, propineb, thiram and ziram)",2017-02-23,"[np.float64(0.05), np.float64(5.0), np.float64(0.1), np.float64(0.5), np.float64(1.5), np.float64(1.0), np.float64(2.0)]",94
Others (2),Diuron,2024-04-08,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Dodine,2022-08-14,"[np.float64(0.01), np.float64(0.05), np.float64(0.02), np.float64(1.5), np.float64(0.9)]",47
Others (2),EPTC (ethyl dipropylthiocarbamate),2011-10-21,"[np.float64(0.02), np.float64(0.01), np.float64(0.05)]",47
Others (2),"Emamectin B1a and its salts, expressed as emamectin B1a (free base) (R)",2024-06-11,"[np.float64(0.01), np.float64(0.002), np.float64(0.2), np.float64(0.005), np.float64(0.004), np.float64(0.02), np.float64(0.007), np.float64(0.003), np.float64(0.6), np.float64(2.0), np.float64(0.008)]",94
Others (2),Endosulfan,2011-10-21,"[np.float64(0.05), np.float64(0.1), np.float64(1.0), np.float64(5.0), np.float64(0.5)]",94
Others (2),Endrin,2008-09-01,"[np.float64(0.01), np.float64(0.05), np.float64(0.1), np.float64(0.005), np.float64(0.001)]",94
Others (2),Epoxiconazole,2023-08-08,"[np.float64(0.01), np.float64(0.05), np.float64(0.002), np.float64(0.02)]",47
Others (2),Ethametsulfuron-methyl,2011-08-14,"[np.float64(0.01), np.float64(0.02)]",47
Others (2),Ethephon,2017-10-20,"[np.float64(0.1), np.float64(0.05)]",47
Others (2),Ethion,2011-10-21,"[np.float64(0.01), np.float64(0.05), np.float64(0.02), np.float64(0.3), np.float64(3.0), np.float64(5.0)]",94
Others (2),Ethirimol (R) (F),2021-05-21,"[np.float64(0.01), np.float64(0.05), np.float64(0.07), np.float64(0.02), np.float64(2.0), np.float64(0.15)]",141
Others (2),Ethofumesate,2017-07-11,"[np.float64(0.1), np.float64(0.03), np.float64(15.0), np.float64(0.6), np.float64(0.05)]",47
Others (2),Ethoprophos,2021-09-02,"[np.float64(0.02), np.float64(0.01)]",47
Others (2),Ethoxyquin,2015-01-16,"[np.float64(0.1), np.float64(0.05)]",47
Others (2),Ethoxysulfuron,2019-08-13,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Ethylene oxide,2015-12-30,"[np.float64(0.1), np.float64(0.02), np.float64(0.05)]",47
Others (2),Etofenprox,2021-05-03,"[np.float64(0.05), np.float64(0.01), np.float64(0.4), np.float64(1.5), np.float64(0.04), np.float64(0.015), np.float64(3.0)]",47
Others (2),Etoxazole,2024-04-08,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Etridiazole,2024-08-12,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Famoxadone,2024-10-29,"[np.float64(0.01), np.float64(0.03), np.float64(0.05), np.float64(0.02)]",47
Others (2),Fenamidone,2021-09-02,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Fenamiphos,2023-08-08,"[np.float64(0.01), np.float64(0.02), np.float64(0.05), np.float64(0.005)]",47
Others (2),Fenarimol,2014-10-17,"[np.float64(0.05), np.float64(0.02), np.float64(0.2), np.float64(0.1)]",94
Others (2),Fenazaquin,2024-06-16,"[np.float64(0.02), np.float64(0.05), np.float64(0.01), np.float64(0.3), np.float64(0.15)]",47
Others (2),Fenbuconazole,2025-08-24,"[np.float64(0.01), np.float64(0.05), np.float64(0.02), np.float64(0.5), np.float64(0.6)]",47
Others (2),Fenbutatin oxide,2019-08-13,"[np.float64(0.05), np.float64(0.01), np.float64(0.02)]",47
Others (2),Fenchlorphos,2008-09-01,"[np.float64(0.01), np.float64(0.1)]",94
Others (2),Fenhexamid,2023-06-22,"[np.float64(0.01), np.float64(50.0), np.float64(0.05), np.float64(3.0), np.float64(0.02), np.float64(15.0), np.float64(1.0)]",47
Others (2),Fenitrothion,2013-04-26,"[np.float64(0.01), np.float64(0.05), np.float64(1.0), np.float64(0.02), np.float64(7.0)]",94
Others (2),Fenoxaprop-P,2008-09-01,"[np.float64(0.1), np.float64(0.05), np.float64(0.01)]",47
Others (2),Fenoxycarb,2024-08-12,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Fenpicoxamid  (R),2023-06-22,"[np.float64(0.01), np.float64(0.02), np.float64(0.05), np.float64(0.015)]",94
Others (2),Fenpropathrin,2008-09-01,"[np.float64(0.01), np.float64(0.02), np.float64(2.0)]",47
Others (2),Fenpropidin (R),2014-08-14,"[np.float64(0.02), np.float64(0.05), np.float64(0.01)]",94
Others (2),Fenpropimorph (R),2023-10-21,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",94
Others (2),Fenpyrazamine,2019-08-13,"[np.float64(0.01), np.float64(5.0), np.float64(0.05), np.float64(0.7), np.float64(0.02), np.float64(8.0)]",94
Others (2),Fenpyroximate  (R) (F),2023-06-22,"[np.float64(0.05), np.float64(0.01), np.float64(0.02), np.float64(0.08), np.float64(0.5)]",141
Others (2),"Fenthion (fenthion and its oxigen analogue, their sulfoxides and sulfone expressed as parent)",2011-10-21,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",94
Others (2),"Fentin (fentin including its salts, expressed as triphenyltin cation)",2015-12-30,"[np.float64(0.02), np.float64(0.1), np.float64(0.05)]",47
Others (2),"Fenvalerate (any ratio of constituent isomers (RR, SS, RS & SR) including esfenvalerate) (R)",2015-04-03,"[np.float64(0.02), np.float64(0.05), np.float64(0.1)]",94
Others (2),Flazasulfuron,2023-02-25,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Flonicamid,2024-10-28,"[np.float64(0.15), np.float64(0.03), np.float64(0.1), np.float64(0.3), np.float64(0.6), np.float64(0.8), np.float64(0.06), np.float64(0.04), np.float64(6.0), np.float64(0.4), np.float64(0.5), np.float64(0.7)]",47
Others (2),Florasulam,2023-02-25,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Florpyrauxifen-benzyl,2019-11-18,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Fluazifop-P,2022-08-18,"[np.float64(0.08), np.float64(4.0), np.float64(0.01), np.float64(0.05), np.float64(0.02), np.float64(0.1), np.float64(0.5), np.float64(0.04), np.float64(0.03)]",47
Others (2),Fluazinam,2018-02-06,"[np.float64(0.1), np.float64(0.02), np.float64(0.01), np.float64(0.05), np.float64(3.0)]",47
Others (2),Flubendiamide,2022-05-14,"[np.float64(0.01), np.float64(0.9), np.float64(0.02), np.float64(2.0), np.float64(0.05), np.float64(0.1), np.float64(0.2), np.float64(1.0)]",47
Others (2),Flucycloxuron,2015-12-30,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Flucythrinate (flucythrinate including other mixtures of constituent isomers),2015-12-30,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Fludioxonil  (R),2022-08-10,"[np.float64(1.0), np.float64(0.05), np.float64(5.0), np.float64(0.02), np.float64(0.01), np.float64(20.0), np.float64(0.5), np.float64(0.4), np.float64(0.3), np.float64(10.0), np.float64(0.04)]",94
Others (2),Flufenacet,2015-05-13,"[np.float64(0.05), np.float64(0.01)]",47
Others (2),Flufenoxuron,2021-05-25,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Flufenzin,2013-04-26,"[np.float64(0.05), np.float64(0.02), np.float64(0.1)]",47
Others (2),Flumetralin,2016-04-26,"[np.float64(0.01), np.float64(0.05)]",47
Others (2),Flumioxazine,2015-05-13,"[np.float64(0.02), np.float64(0.05), np.float64(0.1)]",47
Others (2),Fluometuron,2021-01-06,"[np.float64(0.01), np.float64(0.005), np.float64(0.05), np.float64(0.02)]",47
Others (2),Fluopicolide,2021-11-06,"[np.float64(0.01), np.float64(0.05), np.float64(2.0), np.float64(7.0), np.float64(0.2), np.float64(0.5), np.float64(6.0), np.float64(0.02), np.float64(1.0)]",47
Others (2),Fluopyram,2025-04-30,"[np.float64(0.6), np.float64(0.02), np.float64(0.01), np.float64(0.3), np.float64(0.07), np.float64(3.0), np.float64(0.03), np.float64(2.0), np.float64(40.0), np.float64(0.05), np.float64(0.4), np.float64(0.15), np.float64(0.8), np.float64(5.0), np.float64(0.5), np.float64(1.0)]",47
Others (2),Fluoride ion,2023-02-21,"[np.float64(30.0), np.float64(0.3), np.float64(0.2), np.float64(10.0), np.float64(5.0), np.float64(2.0)]",47
Others (2),Fluoroglycofene,2008-09-01,"[np.float64(0.01), np.float64(0.02)]",47
Others (2),Fluoxastrobin,2019-01-01,"[np.float64(0.02), np.float64(0.05), np.float64(0.01)]",47
Others (2),Flupyradifurone,2025-04-30,"[np.float64(0.01), np.float64(0.05), np.float64(6.0), np.float64(0.6), np.float64(0.7), np.float64(1.0), np.float64(4.0), np.float64(3.0), np.float64(0.02), np.float64(0.15), np.float64(1.5), np.float64(0.9), np.float64(40.0)]",47
Others (2),Flupyrsulfuron-methyl,2020-05-18,"[np.float64(0.02), np.float64(0.1), np.float64(0.05)]",47
Others (2),Fluquinconazole,2020-04-07,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Flurochloridone,2020-01-04,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Fluroxypyr (R),2023-02-25,"[np.float64(0.01), np.float64(0.06), np.float64(0.05), np.float64(2.0), np.float64(0.02)]",94
Others (2),Flurprimidole,2015-12-07,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Flurtamone,2024-08-12,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Flusilazole  (R),2015-01-16,"[np.float64(0.05), np.float64(0.01), np.float64(0.02)]",94
Others (2),Flutianil,2023-06-22,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Flutolanil,2022-04-14,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Flutriafol,2024-10-29,"[np.float64(0.01), np.float64(0.05), np.float64(0.02), np.float64(0.3), np.float64(0.15), np.float64(0.4)]",47
Others (2),Fluvalinate resulting from the use of tau-fluvalinate,2022-02-14,"[np.float64(0.01), np.float64(0.02), np.float64(0.05), np.float64(0.3), np.float64(0.7), np.float64(0.4)]",47
Others (2),Fluxapyroxad,2025-02-11,"[np.float64(0.01), np.float64(0.05), np.float64(0.2), np.float64(0.9), np.float64(0.15), np.float64(2.0), np.float64(0.02), np.float64(0.04), np.float64(0.6), np.float64(4.0), np.float64(3.0), np.float64(30.0)]",47
Others (2),Folpet,2023-06-19,"[np.float64(0.03), np.float64(0.1), np.float64(0.05), np.float64(0.07), np.float64(0.06)]",47
Others (2),Fomesafen,2011-10-21,"[np.float64(0.05), np.float64(0.01), np.float64(0.02)]",47
Others (2),Foramsulfuron,2014-10-11,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",94
Others (2),Forchlorfenuron,2014-11-13,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Formetanate: Sum of formetanate and its salts expressed as formetanate (hydrochloride),2014-11-01,"[np.float64(0.01), np.float64(0.05), np.float64(0.02), np.float64(0.3)]",47
Others (2),Formothion,2015-12-30,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Fosetyl-Al,2022-08-18,"[np.float64(2.0), np.float64(0.5), np.float64(400.0), np.float64(500.0), np.float64(150.0), np.float64(75.0), np.float64(70.0), np.float64(2000.0), np.float64(10.0), np.float64(30.0), np.float64(0.7)]",47
Others (2),Fosthiazate,2008-09-01,"[np.float64(0.02), np.float64(0.05)]",94
Others (2),Fuberidazole,2026-01-06,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),"Glufosinatephosphinoyl]propionic acid (MPP) and N-acetyl-glufosinate (NAG), expressed as glufosinate)",2017-01-14,"[np.float64(0.03), np.float64(0.04), np.float64(0.06), np.float64(0.1), np.float64(0.05), np.float64(0.15)]",47
Others (2),Glyphosate,2013-04-06,"[np.float64(0.1), np.float64(0.05), np.float64(2.0)]",94
Others (2),"Guazatine (guazatine acetate, sum of components)",2016-05-13,"[np.float64(0.05), np.float64(0.02)]",47
Others (2),"Halauxifen-methyl, expressed as halauxifen-methyl)",2016-02-11,"[np.float64(0.02), np.float64(0.1), np.float64(0.05)]",47
Others (2),Halosulfuron methyl,2008-09-01,"[np.float64(0.01), np.float64(0.02)]",47
Others (2),Haloxyfop) (R),2024-08-19,"[np.float64(0.01), np.float64(0.05), np.float64(0.02), np.float64(0.002)]",94
Others (2),Heptachlor,2008-09-01,"[np.float64(0.01), np.float64(0.1), np.float64(0.2), np.float64(0.02), np.float64(0.004)]",94
Others (2),Hexachlorobenzene,2017-05-10,"[np.float64(0.01), np.float64(0.005), np.float64(0.02)]",94
Others (2),Hexaconazole,2013-04-26,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Hexythiazox (any ratio of constituent isomers),2025-07-23,"[np.float64(0.01), np.float64(0.05), np.float64(0.5), np.float64(0.4), np.float64(0.07), np.float64(0.02)]",47
Others (2),Hymexazol,2021-11-10,"[np.float64(0.05), np.float64(0.02), np.float64(0.1), np.float64(0.01)]",47
Others (2),Imazalil (any ratio of constituent isomers),2020-07-09,"[np.float64(0.02), np.float64(0.01), np.float64(0.05)]",47
Others (2),Imazamox,2022-01-03,"[np.float64(0.01), np.float64(0.05), np.float64(0.1)]",47
Others (2),Imazapyr,2017-04-27,"[np.float64(0.05), np.float64(0.01)]",47
Others (2),Imazaquin,2023-10-21,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Imazosulfuron,2020-05-18,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Imidacloprid,2022-05-16,"[np.float64(0.01), np.float64(0.05), np.float64(0.15), np.float64(0.9)]",47
Others (2),Indoxacarb,2024-08-14,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Iodosulfuron-methyl,2024-11-06,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Ioxynil,2019-08-13,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Ipconazole,2026-01-06,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Iprodione,2019-07-31,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Iprovalicarb,2023-02-25,"[np.float64(0.01), np.float64(0.05), np.float64(0.02), np.float64(0.1)]",47
Others (2),Isofetamid,2024-05-06,"[np.float64(0.01), np.float64(0.05), np.float64(20.0), np.float64(1.0), np.float64(0.6), np.float64(0.09), np.float64(7.0), np.float64(3.0)]",47
Others (2),Isoproturon,2020-05-18,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Isopyrazam,2019-04-25,"[np.float64(0.01), np.float64(0.4), np.float64(0.7), np.float64(0.2), np.float64(0.3)]",47
Others (2),Isoxaben,2025-07-23,"[np.float64(0.01), np.float64(0.05)]",47
Others (2),Isoxaflutole,2023-06-22,"[np.float64(0.02), np.float64(0.1), np.float64(0.05)]",47
