Active Ingredient,Crop,MRL,Update Date,Pending for regulations update
"CYANTRANILIPROLE","TOMATO","0.200","2015-11-15T00:00:00",
"CYANTRANILIPROLE","BEANS",,"2019-06-19T00:00:00","0.050"
"CYANTRANILIPROLE","ONION","0.060","2016-05-23T00:00:00",
"CYANTRANILIPROLE","POMEGRANATE",,"2022-01-13T00:00:00","0.100"
"CYANTRANILIPROLE","APPLE",,"2025-01-19T00:00:00","0.300"
"CYANTRANILIPROLE","PLUM",,"2025-01-19T00:00:00","0.300"
"CYANTRANILIPROLE","APRICOT",,"2025-01-19T00:00:00","0.300"
"CYANTRANILIPROLE","CHERRY",,"2025-07-15T00:00:00","0.900"
"CYANTRANILIPROLE","NECTARINE",,"2025-01-19T00:00:00","0.300"
"CYANTRANILIPROLE","PEACH",,"2025-01-19T00:00:00","0.300"
"CYANTRANILIPROLE","OLIVES",,"2018-10-21T00:00:00","0.700"
"CYANTRANILIPROLE","CORN",,"2023-02-01T00:00:00","0.020"
"CYANTRANILIPROLE","BASIL",,"2025-01-19T00:00:00","7.000"
"CYANTRANILIPROLE","MINT",,"2025-01-19T00:00:00","12.000"
"CYANTRANILIPROLE","PARSLEY (roots and leaves)",,"2024-01-14T00:00:00","15.000"
"CYANTRANILIPROLE","ROKET",,"2025-07-24T00:00:00","15.000"
"CYANTRANILIPROLE","ROKULA",,"2025-07-24T00:00:00","15.000"
"CYAZOFAMID","POTATO",,"2024-01-29T00:00:00","0.010"
"CYAZOFAMID","TOMATO",,"2025-07-24T00:00:00","0.600"
"CYCLOXYDIM","ALFALFA","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","CLOVER","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","VETCH","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","FODDER BEET","0.200","2005-08-24T00:00:00",
"CYCLOXYDIM","GRAPES","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","CITRUS FRUIT","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","SUBTROPICAL FRUITS","0.200","2013-01-14T00:00:00",
"CYCLOXYDIM","POTATO","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","ARTICHOKE","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","CELERIAC","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","CABBAGE","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","CAULIFLOWER","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","CUCURBITS","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","CHICK PEA","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","LETTUCE","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","SPINACH","0.200","2005-08-24T00:00:00",
"CYCLOXYDIM","PEPPER","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","TOMATO","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","PEAS","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","BEETROOT","0.200","2005-08-24T00:00:00",
"CYCLOXYDIM","CARROT","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","ONION","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","COTTON","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","PEANUT","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","SUNFLOWER","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","GARLIC","0.200","1999-01-01T00:00:00",
"CYCLOXYDIM","POME FRUITS","0.200","2013-01-14T00:00:00",
"CYCLOXYDIM","STONE FRUIT","0.200","2013-01-14T00:00:00",
"CYCLOXYDIM","HERBS","0.200","1999-01-01T00:00:00",
"CYFLUFENAMID","GRAPES","0.100","2006-10-29T00:00:00",
"CYFLUFENAMID","MELON","0.100","2007-08-30T00:00:00",
"CYFLUFENAMID","CUCUMBER","0.100","2007-08-30T00:00:00",
"CYFLUFENAMID","PUMPKINS","0.100","2013-01-14T00:00:00",
"CYFLUFENAMID","SQUASH","0.100","2006-08-23T00:00:00",
"CYFLUFENAMID","WATERMELON","0.100","2006-08-23T00:00:00",
"CYFLUFENAMID","PEPPER","0.050","2008-08-31T00:00:00",
"CYFLUFENAMID","EGG PLANT","0.050","2008-08-31T00:00:00",
"CYFLUFENAMID","TOMATO","0.050","2008-08-31T00:00:00",
"CYFLUFENAMID","SCARLET","0.100","2013-01-14T00:00:00",
"CYFLUFENAMID","APPLE","0.020","2009-02-05T00:00:00",
"CYFLUMETOFEN","STRAWBERRY","0.700","2012-07-26T00:00:00",
"CYFLUMETOFEN","CITRUS FRUIT","0.100","2014-08-06T00:00:00",
"CYFLUMETOFEN","MELON","0.100","2012-02-15T00:00:00",
"CYFLUMETOFEN","CUCUMBER","0.100","2008-08-31T00:00:00",
"CYFLUMETOFEN","PUMPKINS","0.020","2015-11-16T00:00:00",
"CYFLUMETOFEN","SQUASH","0.100","2012-02-15T00:00:00",
"CYFLUMETOFEN","WATERMELON","0.010","2010-06-21T00:00:00",
"CYFLUMETOFEN","CORIANDER",,"2022-06-14T00:00:00","5.000"
"CYFLUMETOFEN","LETTUCE",,"2019-07-21T00:00:00","2.500"
"CYFLUMETOFEN","PEPPER","0.100","2010-10-04T00:00:00",
"CYFLUMETOFEN","EGG PLANT","0.100","2012-02-15T00:00:00",
"CYFLUMETOFEN","TOMATO","0.100","2012-02-15T00:00:00",
"CYFLUMETOFEN","SCARLET","0.020","2015-11-16T00:00:00",
"CYFLUMETOFEN","APPLE","0.200","2008-08-31T00:00:00",
"CYFLUMETOFEN","PARSLEY (roots and leaves)",,"2022-06-14T00:00:00","5.000"
"CYFLUTHRIN","CITRUS FRUIT",,"2025-12-18T00:00:00","0.300"
"CYFLUTHRIN","CUCUMBER","0.500","1996-01-01T00:00:00",
"CYFLUTHRIN","PEPPER","0.200","1996-01-01T00:00:00",
"CYFLUTHRIN","TOMATO","0.500","1996-01-01T00:00:00",
"CYFLUTHRIN","ONION","0.500","2005-08-24T00:00:00",
"CYFLUTHRIN","COTTON","0.050","1996-01-01T00:00:00",
"CYFLUTHRIN","ALMOND","0.500","2005-08-24T00:00:00",
"CYFLUTHRIN","NECTARINE","0.500","2005-08-24T00:00:00",
"CYFLUTHRIN","PEACH","0.500","2005-08-24T00:00:00",
"CYFLUTHRIN","OLIVES","0.500","2005-08-24T00:00:00",
"CYHEXATIN","STRAWBERRY","0.500","1999-06-17T00:00:00","יתבטל"
"CYHEXATIN","CITRUS FRUIT","2.000","2000-06-19T00:00:00",
"CYHEXATIN","MELON","0.500","1999-01-01T00:00:00","יתבטל"
"CYHEXATIN","WATERMELON","0.500","1999-01-01T00:00:00","יתבטל"
"CYHEXATIN","EGG PLANT","0.100","1996-01-01T00:00:00","יתבטל"
"CYHEXATIN","TOMATO","0.100","2005-08-25T00:00:00","יתבטל"
"CYHEXATIN","BEANS","0.500","2005-08-25T00:00:00","יתבטל"
"CYHEXATIN","COTTON","0.050","1996-01-01T00:00:00","יתבטל"
"CYHEXATIN","PEANUT","0.200","1999-01-01T00:00:00","יתבטל"
"CYHEXATIN","ALMOND","1.000","1996-01-01T00:00:00",
"CYHEXATIN","APPLE","2.000","1996-01-01T00:00:00",
"CYHEXATIN","PEAR","2.000","1996-01-01T00:00:00","יתבטל"
"CYHEXATIN","PLUM","2.000","2005-08-25T00:00:00","יתבטל"
"CYHEXATIN","NECTARINE","1.000","2004-07-13T00:00:00","יתבטל"
"CYHEXATIN","PEACH","1.000","1996-01-01T00:00:00","יתבטל"
"CYHEXATIN","FIG","1.000","2005-08-25T00:00:00",
"CYMOXANIL","POTATO","0.050","1996-01-01T00:00:00",
"CYMOXANIL","MELON","0.050","1996-01-01T00:00:00",
"CYMOXANIL","CUCUMBER","0.050","1996-01-01T00:00:00",
"CYMOXANIL","PUMPKINS","0.010","2015-11-15T00:00:00",
"CYMOXANIL","LETTUCE","0.050","1996-01-01T00:00:00",
"CYMOXANIL","TOMATO","0.200","2013-06-12T00:00:00",
"CYMOXANIL","SCARLET","0.010","2015-11-15T00:00:00",
"CYMOXANIL","ONION","0.050","1996-01-01T00:00:00",
"CYMOXANIL","GARLIC","0.050","2013-01-14T00:00:00",
"CYPERMETHRIN","GRAPES","1.000","2005-08-25T00:00:00",
"CYPERMETHRIN","POTATO","0.050","1996-01-01T00:00:00",
"CYPERMETHRIN","CELERIAC","0.200","1996-01-01T00:00:00",
"CYPERMETHRIN","CABBAGE","1.000","1996-01-01T00:00:00",
"CYPERMETHRIN","CAULIFLOWER","1.000","1996-01-01T00:00:00",
"CYPERMETHRIN","MELON","0.200","1996-01-01T00:00:00",
"CYPERMETHRIN","CUCUMBER","0.200","1996-01-01T00:00:00",
"CYPERMETHRIN","SQUASH","0.200","1996-01-01T00:00:00",
"CYPERMETHRIN","PEPPER","0.500","1996-01-01T00:00:00",
"CYPERMETHRIN","EGG PLANT","0.200","1996-01-01T00:00:00",
"CYPERMETHRIN","TOMATO","0.500","1996-01-01T00:00:00",
"CYPERMETHRIN","PEAS","0.300","2014-08-04T00:00:00",
"CYPERMETHRIN","BEETROOT","0.500","2005-08-25T00:00:00",
"CYPERMETHRIN","CARROT","0.050","1996-01-01T00:00:00",
"CYPERMETHRIN","ONION","0.100","1996-01-01T00:00:00",
"CYPERMETHRIN","MILK","0.010","2013-01-14T00:00:00",
"CYPERMETHRIN","MEAT","0.050","2013-01-23T00:00:00",
"CYPERMETHRIN","EDIBLE OFFAL","0.050","2005-08-25T00:00:00",
"CYPERMETHRIN","COTTON","0.200","1996-01-01T00:00:00",
"CYPERMETHRIN","ALMOND","0.500","1996-01-01T00:00:00",
"CYPERMETHRIN","GARLIC","0.100","1998-11-01T00:00:00",
"CYPERMETHRIN","APPLE","2.000","1996-01-01T00:00:00",
"CYPERMETHRIN","APRICOT","2.000","1996-01-01T00:00:00",
"CYPERMETHRIN","NECTARINE","2.000","2004-07-13T00:00:00",
"CYPERMETHRIN","PEACH","2.000","1996-01-01T00:00:00",
"CYPERMETHRIN","BARLEY","0.050","2013-01-14T00:00:00",
"CYPERMETHRIN","WHEAT","0.050","2009-02-05T00:00:00",
"CYPROCONAZOLE","GRAPES",,"2019-07-23T00:00:00","0.200"
"CYPROCONAZOLE","CUCUMBER","0.300","2016-08-04T00:00:00",
"CYPROCONAZOLE","CHICK PEA","0.050","2006-04-03T00:00:00",
"CYPROCONAZOLE","PEPPER","0.050","1999-01-01T00:00:00","יתבטל"
"CYPROCONAZOLE","EGG PLANT","0.050","1996-01-01T00:00:00",
"CYPROCONAZOLE","TOMATO","0.050","1996-01-01T00:00:00",
"CYPROCONAZOLE","RED SWEET PEPPER","0.050","2005-08-25T00:00:00","יתבטל"
"CYPROCONAZOLE","PEANUT","0.050","1996-01-01T00:00:00",
"CYPROCONAZOLE","SUNFLOWER","0.050","1996-01-01T00:00:00",
"CYPROCONAZOLE","ALMOND","0.050","1999-01-01T00:00:00",
"CYPROCONAZOLE","GARLIC","0.050","1996-01-01T00:00:00",
"CYPROCONAZOLE","OREGANO","1.000","2005-08-25T00:00:00",
"CYPROCONAZOLE","MANGO","0.050","1996-01-01T00:00:00",
"CYPROCONAZOLE","APPLE","0.050","1996-01-01T00:00:00",
"CYPROCONAZOLE","PEAR",,"2019-06-19T00:00:00","0.050"
"CYPROCONAZOLE","PLUM","0.050","1996-01-01T00:00:00",
"CYPROCONAZOLE","CHERRY",,"2023-03-15T00:00:00","0.200"
"CYPROCONAZOLE","NECTARINE","0.050","1999-01-01T00:00:00",
"CYPROCONAZOLE","PEACH","0.050","1996-01-01T00:00:00",
"CYPROCONAZOLE","BARLEY",,"2025-04-06T00:00:00","0.010"
"CYPROCONAZOLE","CORN","0.020","2015-11-17T00:00:00",
"CYPROCONAZOLE","OAT","0.050","2013-01-14T00:00:00",
"CYPROCONAZOLE","WHEAT","0.050","1996-01-01T00:00:00",
"CYPROCONAZOLE","ESTRAGON","1.000","2005-08-25T00:00:00",
"CYPROCONAZOLE","HYSSOP","1.000","2013-01-14T00:00:00",
"CYPROCONAZOLE","HYSSOP","1.000","2013-01-14T00:00:00",
"CYPRODINIL","THYME","1.000","2011-12-19T00:00:00",
"CYPRODINIL","GRAPES","2.000","2000-01-01T00:00:00",
"CYPRODINIL","STRAWBERRY","1.000","1999-03-16T00:00:00",
"CYPRODINIL","CUCUMBER","0.300","2014-03-09T00:00:00",
"CYPRODINIL","SQUASH","0.300","2014-03-09T00:00:00",
"CYPRODINIL","CORIANDER","1.000","2011-12-19T00:00:00",
"CYPRODINIL","LETTUCE","1.000","2013-09-17T00:00:00",
"CYPRODINIL","PEPPER","0.800","2011-11-16T00:00:00",
"CYPRODINIL","EGG PLANT","0.500","2005-08-25T00:00:00",
"CYPRODINIL","TOMATO","0.500","1999-01-01T00:00:00",
"CYPRODINIL","CARROT","0.200","2011-11-16T00:00:00",
"CYPRODINIL","AVOCADO",,"2021-02-28T00:00:00","0.020"
"CYPRODINIL","APPLE","0.020","2016-08-04T00:00:00","0.350"
"CYPRODINIL","PLUM","0.200","2010-06-21T00:00:00",
"CYPRODINIL","APRICOT","0.200","2010-06-24T00:00:00",
"CYPRODINIL","CHERRY","0.200","2011-11-16T00:00:00",
"CYPRODINIL","NECTARINE","0.200","2007-06-12T00:00:00",
"CYPRODINIL","PEACH","0.200","2007-07-11T00:00:00",
"CYPRODINIL","BASIL","1.000","2005-08-25T00:00:00",
"CYPRODINIL","CHIVES","1.000","2011-12-19T00:00:00",
"CYPRODINIL","DILL","1.000","2011-12-19T00:00:00",
"CYPRODINIL","FENNEL","1.000","2005-08-25T00:00:00",
"CYPRODINIL","MINT","1.000","2005-08-25T00:00:00",
"CYPRODINIL","PARSLEY (roots and leaves)","1.000","2011-12-19T00:00:00",
"CYPRODINIL","ROSMARINE","1.000","2011-12-19T00:00:00",
"CYPRODINIL","ESTRAGON","1.000","2011-12-19T00:00:00",
"CYPRODINIL","ROKET",,"2019-04-11T00:00:00","1.000"
"CYPRODINIL","ROKULA","1.000","2011-12-19T00:00:00",
"CYPRODINIL","SPRING ONION","1.000","2011-12-19T00:00:00",
"CYPROSULFAMIDE","CHICK PEA",,"2019-06-18T00:00:00","0.010"
"CYPROSULFAMIDE","CORN","0.010","2015-11-15T00:00:00",
"CYROMAZINE","ALFALFA","5.000","1996-01-01T00:00:00",
"CYROMAZINE","POTATO","0.050","1999-01-01T00:00:00",
"CYROMAZINE","CELERIAC","5.000","1996-01-01T00:00:00",
"CYROMAZINE","MELON","0.200","1996-01-01T00:00:00",
"CYROMAZINE","CUCUMBER","0.200","2013-01-14T00:00:00",
"CYROMAZINE","PUMPKINS","0.020","2015-11-15T00:00:00",
"CYROMAZINE","WATERMELON","0.200","1996-01-01T00:00:00",
"CYROMAZINE","EGG PLANT","0.500","1996-01-01T00:00:00",
"CYROMAZINE","TOMATO","0.500","1996-01-01T00:00:00",
"CYROMAZINE","BEANS","1.000","1996-01-01T00:00:00",
"CYROMAZINE","SCARLET","0.020","2015-11-15T00:00:00",
"CYROMAZINE","CARROT","0.200","1996-01-01T00:00:00",
"CYROMAZINE","MILK","0.010","1996-01-01T00:00:00",
"CYROMAZINE","MEAT","0.050","2013-01-23T00:00:00",
"CYROMAZINE","EDIBLE OFFAL","0.300","2013-01-23T00:00:00",
"CYROMAZINE","EGGS","0.100","2013-01-23T00:00:00",
"CYROMAZINE","BASIL","0.200","2005-08-25T00:00:00",
"D.D.T.","CARROT","0.200","2005-05-24T00:00:00",
"D.D.T.","MILK","0.020","1999-01-01T00:00:00",
"D.D.T.","MEAT","5.000","1999-01-01T00:00:00",
"D.D.T.","EDIBLE OFFAL","0.300","2013-01-23T00:00:00",
"D.D.T.","EGGS","0.100","1999-01-01T00:00:00",
"D.D.T.","CEREALS","0.100","1996-01-01T00:00:00",
"DELTAMETHRIN","GRAPES","0.200","2013-01-15T00:00:00",
"DELTAMETHRIN","POTATO","0.040","2009-02-05T00:00:00",
"DELTAMETHRIN","ARTICHOKE","0.050","1996-01-01T00:00:00",
"DELTAMETHRIN","CELERIAC","0.500","1996-01-01T00:00:00",
"DELTAMETHRIN","CABBAGE","0.200","1999-01-01T00:00:00",
"DELTAMETHRIN","BROCCOLI",,"2022-02-15T00:00:00","0.100"
"DELTAMETHRIN","CAULIFLOWER","0.200","1999-01-01T00:00:00",
"DELTAMETHRIN","MELON","0.200","1996-01-01T00:00:00",
"DELTAMETHRIN","CUCUMBER","0.200","1996-01-01T00:00:00",
"DELTAMETHRIN","SQUASH","0.200","1996-01-01T00:00:00",
"DELTAMETHRIN","WATERMELON","0.200","1996-01-01T00:00:00",
"DELTAMETHRIN","LETTUCE","0.200","1999-01-01T00:00:00",
"DELTAMETHRIN","PEPPER","0.200","1996-01-01T00:00:00",
"DELTAMETHRIN","EGG PLANT","0.200","1996-01-01T00:00:00",
"DELTAMETHRIN","TOMATO","0.200","1996-01-01T00:00:00",
"DELTAMETHRIN","BEANS","0.200","2013-01-29T00:00:00",
"DELTAMETHRIN","BEETROOT","0.200","1999-01-01T00:00:00",
"DELTAMETHRIN","CARROT","0.040","2009-02-05T00:00:00",
"DELTAMETHRIN","ONION","0.040","2009-02-05T00:00:00",
"DELTAMETHRIN","MILK","0.050","2013-01-23T00:00:00",
"DELTAMETHRIN","MEAT","0.500","1999-01-01T00:00:00",
"DELTAMETHRIN","EDIBLE OFFAL","0.030","2013-01-23T00:00:00",
"DELTAMETHRIN","EGGS","0.020","2013-01-23T00:00:00",
"DELTAMETHRIN","POULTRY MEAT","0.100","2013-01-23T00:00:00",
"DELTAMETHRIN","COTTON","0.100","1996-01-01T00:00:00",
"DELTAMETHRIN","ALMOND","0.050","2010-01-04T00:00:00",
"DELTAMETHRIN","GARLIC","0.040","2009-02-05T00:00:00",
"DELTAMETHRIN","POMEGRANATE","0.050","2013-01-15T00:00:00",
"DELTAMETHRIN","APPLE","0.050","1996-01-01T00:00:00",
"DELTAMETHRIN","PEAR","0.030","2013-01-15T00:00:00",
"DELTAMETHRIN","PLUM","0.050","2009-09-10T00:00:00",
"DELTAMETHRIN","NECTARINE","0.050","2009-09-10T00:00:00",
"DELTAMETHRIN","PEACH","0.050","2005-08-28T00:00:00",
"DELTAMETHRIN","FIG","0.150","2016-12-11T00:00:00",
"DELTAMETHRIN","CORN",,"2024-01-14T00:00:00","0.010"
"DELTAMETHRIN","WHEAT","1.000","2005-08-28T00:00:00",
"DELTAMETHRIN","POULTRY OFFAL","0.020","2005-08-28T00:00:00",
"DIAFENTHIURON","POTATO","0.050","1996-01-01T00:00:00",
"DIAFENTHIURON","CABBAGE","0.050","1996-01-01T00:00:00",
"DIAFENTHIURON","CAULIFLOWER","0.050","1996-01-01T00:00:00",
"DIAFENTHIURON","CUCUMBER","0.050","1996-01-01T00:00:00","יתבטל"
"DIAFENTHIURON","PUMPKINS","0.200","2015-11-15T00:00:00","יתבטל"
"DIAFENTHIURON","SQUASH","0.050","1996-01-01T00:00:00",
"DIAFENTHIURON","WATERMELON","0.050","1996-01-01T00:00:00",
"DIAFENTHIURON","PEPPER","0.050","1996-01-01T00:00:00","יתבטל"
"DIAFENTHIURON","EGG PLANT","0.050","1996-01-01T00:00:00",
"DIAFENTHIURON","TOMATO","0.050","1996-01-01T00:00:00","יתבטל"
"DIAFENTHIURON","SCARLET","0.200","2015-11-15T00:00:00",
"DIAFENTHIURON","CARROT","0.010","2010-07-15T00:00:00",
"DIAFENTHIURON","COTTON","0.050","2005-08-28T00:00:00",
"DICAMBA","WHEAT","0.010","2013-01-15T00:00:00",
"DICHLORPROP-P","CITRUS FRUIT","0.010","2013-01-15T00:00:00",
"DICLOFOP METHYL","CHICK PEA","0.200","1999-01-01T00:00:00","יתבטל"
"DICLOFOP METHYL","ONION","0.200","1999-01-01T00:00:00","יתבטל"
"DICLOFOP METHYL","WHEAT","0.200","1999-01-01T00:00:00","יתבטל"
"DIDECYL DIMETHYL AMMONIUM CHLORIDE","CITRUS FRUIT","5.000","2010-02-18T00:00:00",
"DIDECYL DIMETHYL AMMONIUM CHLORIDE","LICHEE","0.500","2010-06-21T00:00:00",
"DIDECYL DIMETHYL AMMONIUM CHLORIDE","MANGO","2.000","2009-11-09T00:00:00",
"DIETHOFENCARB","CUCUMBER","0.100","1996-01-01T00:00:00","יתבטל"
"DIETHOFENCARB","EGG PLANT","0.100","2005-09-01T00:00:00","יתבטל"
"DIETHOFENCARB","TOMATO","0.100","1996-01-01T00:00:00","יתבטל"
"DIFENOCONAZOLE","THYME","0.400","2009-10-13T00:00:00",
"DIFENOCONAZOLE","GRAPES","0.100","1996-01-01T00:00:00","0.500"
"DIFENOCONAZOLE","POTATO","0.100","1996-01-01T00:00:00",
"DIFENOCONAZOLE","CELERIAC","0.400","2012-07-02T00:00:00",
"DIFENOCONAZOLE","BROCCOLI","0.500","2011-05-17T00:00:00",
"DIFENOCONAZOLE","MELON",,"2024-02-28T00:00:00","0.150"
"DIFENOCONAZOLE","CUCUMBER",,"2024-02-28T00:00:00","0.150"
"DIFENOCONAZOLE","SQUASH",,"2017-08-29T00:00:00","0.010"
"DIFENOCONAZOLE","WATERMELON","0.100","1999-01-01T00:00:00",
"DIFENOCONAZOLE","CHICK PEA","0.100","1999-01-01T00:00:00",
"DIFENOCONAZOLE","CORIANDER","0.400","2011-11-06T00:00:00",
"DIFENOCONAZOLE","PEPPER",,"2024-02-28T00:00:00","0.400"
"DIFENOCONAZOLE","EGG PLANT",,"2024-02-28T00:00:00","0.300"
"DIFENOCONAZOLE","TOMATO","0.300","2011-05-17T00:00:00",
"DIFENOCONAZOLE","PEAS",,"2020-07-29T00:00:00","1.000"
"DIFENOCONAZOLE","BEETROOT","0.100","1999-01-01T00:00:00",
"DIFENOCONAZOLE","CARROT","0.200","2011-05-17T00:00:00",
"DIFENOCONAZOLE","ONION","0.100","2005-09-01T00:00:00",
"DIFENOCONAZOLE","COTTON","0.100","1996-01-01T00:00:00",
"DIFENOCONAZOLE","ALMOND","0.100","2005-09-01T00:00:00",
"DIFENOCONAZOLE","GARLIC","0.100","1996-01-01T00:00:00",
"DIFENOCONAZOLE","OREGANO","0.400","2005-09-01T00:00:00",
"DIFENOCONAZOLE","PERSIMMON","0.050","2009-04-05T00:00:00",
"DIFENOCONAZOLE","POMEGRANATE","0.100","2012-07-26T00:00:00",
"DIFENOCONAZOLE","APPLE","0.200","2011-05-17T00:00:00",
"DIFENOCONAZOLE","LOQUAT","0.100","1996-01-01T00:00:00",
"DIFENOCONAZOLE","PLUM","0.050","2007-05-06T00:00:00",
"DIFENOCONAZOLE","APRICOT","0.300","2009-04-05T00:00:00",
"DIFENOCONAZOLE","NECTARINE","0.500","2011-05-17T00:00:00",
"DIFENOCONAZOLE","PEACH","0.500","2011-05-17T00:00:00",
"DIFENOCONAZOLE","OLIVES","0.100","1996-01-01T00:00:00",
"DIFENOCONAZOLE","WHEAT","0.100","2005-09-01T00:00:00",
"DIFENOCONAZOLE","BASIL","0.400","2009-10-13T00:00:00",
"DIFENOCONAZOLE","CHIVES","0.600","2005-09-01T00:00:00",
"DIFENOCONAZOLE","DILL","0.400","2011-11-06T00:00:00",
"DIFENOCONAZOLE","MINT","0.400","2011-11-06T00:00:00",
"DIFENOCONAZOLE","PARSLEY (roots and leaves)","0.400","2009-10-13T00:00:00",
"DIFENOCONAZOLE","ROSMARINE","0.400","2009-10-13T00:00:00",
"DIFENOCONAZOLE","SAGE","0.400","2009-10-13T00:00:00",
"DIFENOCONAZOLE","ESTRAGON","0.400","2009-10-13T00:00:00",
"DIFENOCONAZOLE","ROKET",,"2019-04-11T00:00:00","0.400"
"DIFENOCONAZOLE","ROKULA","0.400","2009-10-13T00:00:00",
"DIFENOCONAZOLE","SPRING ONION","0.600","2012-07-02T00:00:00",
"DIFLUBENZURON","APPLE","1.000","1996-01-01T00:00:00",
"DIFLUFENICAN","GRAPES","0.020","2009-02-05T00:00:00",
"DIFLUFENICAN","CITRUS FRUIT","0.020","2009-02-05T00:00:00",
"DIFLUFENICAN","CELERIAC","0.020","2009-02-05T00:00:00",
"DIFLUFENICAN","ONION","0.020","2009-02-05T00:00:00",
"DIFLUFENICAN","ALMOND","0.020","2009-02-05T00:00:00",
"DIFLUFENICAN","GARLIC","0.020","2009-02-05T00:00:00",
"DIFLUFENICAN","AVOCADO","0.020","2013-01-15T00:00:00",
"DIFLUFENICAN","BANANA","0.020","2013-01-15T00:00:00",
"DIFLUFENICAN","KIWI","0.020","2013-01-15T00:00:00",
"DIFLUFENICAN","MANGO","0.020","2013-01-15T00:00:00",
"DIFLUFENICAN","PERSIMMON","0.020","2009-02-05T00:00:00",
"DIFLUFENICAN","POMEGRANATE","0.020","2010-06-21T00:00:00",
"DIFLUFENICAN","APPLE","0.020","2009-02-05T00:00:00",
"DIFLUFENICAN","PEAR","0.020","2013-01-15T00:00:00",
"DIFLUFENICAN","PLUM","0.020","2009-02-05T00:00:00",
"DIFLUFENICAN","APRICOT","0.020","2013-01-15T00:00:00",
"DIFLUFENICAN","CHERRY","0.020","2013-01-15T00:00:00",
"DIFLUFENICAN","NECTARINE","0.020","2009-02-05T00:00:00",
"DIFLUFENICAN","PEACH","0.020","2009-02-05T00:00:00",
"DIFLUFENICAN","DATE","0.020","2013-01-15T00:00:00",
"DIFLUFENICAN","OLIVES","0.020","2009-02-05T00:00:00",
"DIFLUFENICAN","CORN","0.020","2013-01-15T00:00:00",
"DIFLUFENICAN","WHEAT","0.020","2009-02-05T00:00:00",
"DIMETHENAMID","POTATO",,"2022-02-15T00:00:00","0.020"
"DIMETHENAMID","BEANS",,"2025-04-06T00:00:00","0.010"
"DIMETHENAMID","SWEET POTATO",,"2024-08-19T00:00:00","0.020"
"DIMETHENAMID","ONION",,"2025-07-15T00:00:00","0.010"
"DIMETHENAMID","PEANUT","0.010","1999-01-01T00:00:00",
"DIMETHENAMID","CORN",,"2022-12-26T00:00:00","0.020"
"DIMETHOATE","ALMOND","0.500","2005-09-01T00:00:00",
"DIMETHOATE","PERSIMMON","1.000","2013-06-30T00:00:00",
"DIMETHOATE","APPLE","1.000","1996-01-01T00:00:00",
"DIMETHOATE","PEAR","1.000","1996-01-01T00:00:00","יתבטל"
"DIMETHOATE","PLUM","0.500","1996-01-01T00:00:00",
"DIMETHOATE","APRICOT","1.000","2013-06-30T00:00:00","יתבטל"
"DIMETHOATE","NECTARINE","0.100","2012-08-26T00:00:00","1.000"
"DIMETHOATE","PEACH","1.000","2013-06-30T00:00:00",
"DIMETHOATE","OLIVES","1.000","1996-01-01T00:00:00",
"DIMETHOATE","QUINCE","0.500","2013-06-30T00:00:00","יתבטל"
"DIMETHOMORPH","THYME","10.000","2012-11-21T00:00:00",
"DIMETHOMORPH","GRAPES","0.500","2014-02-16T00:00:00",
"DIMETHOMORPH","MELISA","10.000","2012-11-21T00:00:00",
"DIMETHOMORPH","POTATO","0.100","1999-01-01T00:00:00",
"DIMETHOMORPH","SMALL RADISH",,"2020-01-08T00:00:00","0.050"
"DIMETHOMORPH","CELERIAC","10.000","2012-11-21T00:00:00",
"DIMETHOMORPH","BRASSICA","0.200","2017-12-28T00:00:00",
"DIMETHOMORPH","CABBAGE","0.200","2011-11-16T00:00:00",
"DIMETHOMORPH","BROCCOLI",,"2021-08-23T00:00:00","0.200"
"DIMETHOMORPH","CAULIFLOWER","0.200","2011-11-16T00:00:00",
"DIMETHOMORPH","MELON","1.000","2011-07-25T00:00:00",
"DIMETHOMORPH","CUCUMBER","0.100","1999-01-01T00:00:00",
"DIMETHOMORPH","PUMPKINS","0.100","2013-01-15T00:00:00",
"DIMETHOMORPH","SQUASH","0.100","2010-06-21T00:00:00",
"DIMETHOMORPH","BEET, GREENS","3.000","2014-03-19T00:00:00",
